$GPRMC,090205.000,A,4849.5067,N,00906.3897,E,26.83,261.79,111110,,,A*5A
$GPRMC,090206.000,A,4849.5055,N,00906.3783,E,26.81,262.53,111110,,,A*5B
$GPRMC,090207.000,A,4849.5045,N,00906.3669,E,26.92,262.59,111110,,,A*56
$GPRMC,090208.000,A,4849.5035,N,00906.3556,E,27.01,262.15,111110,,,A*52
$GPRMC,090209.000,A,4849.5023,N,00906.3442,E,26.65,262.20,111110,,,A*55
$GPRMC,090210.000,A,4849.5010,N,00906.3328,E,27.03,261.52,111110,,,A*51
$GPRMC,090211.000,A,4849.4998,N,00906.3214,E,26.93,261.51,111110,,,A*5D
$GPRMC,090212.000,A,4849.4986,N,00906.3101,E,27.06,261.21,111110,,,A*5C
$GPRMC,090213.000,A,4849.4976,N,00906.2988,E,26.87,262.46,111110,,,A*50
$GPRMC,090214.000,A,4849.4968,N,00906.2876,E,26.85,262.47,111110,,,A*5B
$GPRMC,090215.000,A,4849.4958,N,00906.2764,E,26.78,262.25,111110,,,A*53
$GPRMC,090216.000,A,4849.4948,N,00906.2652,E,26.76,261.97,111110,,,A*51
$GPRMC,090217.000,A,4849.4937,N,00906.2540,E,26.75,261.76,111110,,,A*54
$GPRMC,090218.000,A,4849.4926,N,00906.2427,E,27.03,261.43,111110,,,A*5D
$GPRMC,090219.000,A,4849.4913,N,00906.2314,E,27.57,259.93,111110,,,A*5A
$GPRMC,090220.000,A,4849.4903,N,00906.2200,E,27.13,261.53,111110,,,A*52
$GPRMC,090221.000,A,4849.4891,N,00906.2087,E,26.99,260.49,111110,,,A*5D
